trans_id,transactions,customer_age
1220,"ham,pork,hamburger meat,pip fruit,other vegetables,whole milk,butter,curd,dessert,butter milk,whipped/sour cream,domestic eggs,brown bread,roll products ,hygiene articles",63
1221,shopping bags,49
1222,"pork,root vegetables,other vegetables,specialty fat,sugar,baking powder,cat food,salty snack,waffles,shopping bags",77
1223,"condensed milk,bottled water,misc. beverages,bottled beer,bathroom cleaner",29
1224,"chicken,bottled beer,red/blush wine,newspapers",71
1225,"sausage,meat,butter,domestic eggs,cat food",79
1226,"bottled beer,pot plants",48
1227,"chicken,pork,grapes,other vegetables,domestic eggs,rolls/buns,pastry,soda,specialty bar",78
1228,"finished products,other vegetables,whole milk,whipped/sour cream,margarine,cereals,soda,salty snack",52
1229,"pork,beef,citrus fruit,berries,root vegetables,other vegetables,whole milk,yogurt,cream cheese ,vinegar,oil,cat food,specialty chocolate,detergent,dish cleaner,abrasive cleaner,cleaner,hygiene articles,shopping bags",68
1230,"root vegetables,whole milk,yogurt,frozen potato products",47
1231,"domestic eggs,seasonal products,shopping bags",71
1232,"domestic eggs,specialty bar,seasonal products,shopping bags",27
1233,"bottled water,soda",42
1234,cling film/bags,18
1235,"other vegetables,rolls/buns,bottled water,fruit/vegetable juice,canned beer,whisky,shopping bags",71
1236,whole milk,20
1237,"sausage,meat,pork,whole milk,butter,whipped/sour cream,frozen vegetables,frozen dessert,white bread,brown bread,pastry,coffee",69
1238,"sausage,mayonnaise,rolls/buns,canned beer,shopping bags",37
1239,"tropical fruit,sliced cheese,domestic eggs,zwieback",51
1240,"frankfurter,beef,tropical fruit,pip fruit,butter,yogurt,dog food,long life bakery product,cookware,newspapers",65
1241,"frozen potato products,pot plants",50
1242,"frankfurter,sausage,packaged fruit/vegetables,soda",22
1243,"frankfurter,other vegetables,zwieback",67
1244,"chicken,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,dessert,yogurt,whipped/sour cream,beverages,brown bread,cat food,shopping bags",52
1245,"tropical fruit,pip fruit,other vegetables,whole milk,napkins,dishes,flower (seeds)",23
1246,bottled beer,56
1247,"citrus fruit,grapes,rolls/buns,pastry,coffee,soda",67
1248,"hamburger meat,pip fruit,whole milk,curd,beverages,brandy,male cosmetics,cookware,shopping bags",21
1249,"chicken,berries,mayonnaise,frozen vegetables,salty snack,newspapers",35
1250,pork,17
1251,rolls/buns,22
1252,bottled water,31
1253,"sausage,tropical fruit,whole milk,yogurt,processed cheese,pastry,margarine,Instant food products,coffee,popcorn,house keeping products",63
1254,"frozen potato products,bottled water,soda",48
1255,"frankfurter,whole milk,whipped/sour cream,curd cheese,domestic eggs,margarine,baking powder,cat food,bottled water,canned beer,candy,napkins",21
1256,"sausage,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,processed cheese,sugar,baking powder,jam,coffee,bottled water,soda,fruit/vegetable juice,salty snack,long life bakery product,candy,napkins",55
1257,"tropical fruit,dessert,sweet spreads,fruit/vegetable juice",36
1258,bottled beer,65
1259,bottled beer,41
1260,"rolls/buns,brown bread",22
1261,"citrus fruit,tropical fruit,whole milk,coffee",41
1262,"yogurt,softener",72
1263,"turkey,pork,beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,butter milk,yogurt,rolls/buns,oil,fruit/vegetable juice,waffles,candy",25
1264,"soda,softener",57
1265,canned beer,18
1266,canned beer,41
1267,"sausage,other vegetables,whole milk",17
1268,"pork,root vegetables,whole milk,curd,whipped/sour cream,rolls/buns,white bread,canned vegetables,soda,cleaner",61
1269,Instant food products,63
1270,"frankfurter,sausage,tropical fruit,whole milk,yogurt,pastry,sugar,bottled water,soda,fruit/vegetable juice",31
1271,"oil,dental care,newspapers",77
1272,"chicken,hamburger meat,other vegetables,rolls/buns,shopping bags",32
1273,"beef,domestic eggs,rolls/buns,flour,candy",34
1274,"dessert,UHT-milk,bottled water,soda,canned beer,chewing gum,softener,shopping bags",36
1275,"pork,citrus fruit,other vegetables,domestic eggs,margarine,canned beer",80
1276,"curd,whipped/sour cream,flour,baking powder,newspapers",66
1277,"chicken,red/blush wine",74
1278,whipped/sour cream,21
1279,"frankfurter,ham,root vegetables,onions,whole milk,yogurt,rolls/buns,white bread,brown bread,margarine",22
1280,"frankfurter,root vegetables,rolls/buns,pastry,mustard,bottled beer,shopping bags",71
1281,"liver loaf,root vegetables,pet care,waffles,chocolate",48
1282,"pork,root vegetables,onions,other vegetables,whole milk,napkins,shopping bags",36
1283,"frankfurter,liver loaf,turkey,UHT-milk,pasta,waffles,chocolate,dental care,dishes",50
1284,"pork,citrus fruit,root vegetables,other vegetables,whole milk,butter,soda,dishes,newspapers,flower (seeds)",65
1285,"pork,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,sliced cheese,ice cream,semi-finished bread,soda,newspapers",20
1286,soda,78
1287,"root vegetables,rolls/buns,margarine,soda,bottled beer",69
1288,"whipped/sour cream,beverages,fruit/vegetable juice,chocolate",54
1289,chocolate,71
1290,"whole milk,frozen vegetables,specialty chocolate",50
1291,"pork,beef,whole milk,curd,rolls/buns,pastry",27
1292,"coffee,shopping bags",56
1293,"rolls/buns,waffles",80
1294,"citrus fruit,other vegetables,whole milk,yogurt,hard cheese,specialty cheese,rolls/buns,flour,cat food",60
1295,"citrus fruit,yogurt,brown bread,pasta",56
1296,"soda,chocolate,specialty chocolate,newspapers,shopping bags",43
1297,"cream cheese ,rolls/buns",66
1298,soda,79
1299,"chicken,whipped/sour cream,coffee,shopping bags",48
1300,frozen fish,37
1301,"sausage,meat,chicken,root vegetables,other vegetables,whole milk,salt,salty snack",29
1302,"beef,berries,other vegetables,white bread,shopping bags",40
1303,"ham,whole milk,hard cheese,frozen meals,rolls/buns,rice,soups,baking powder,canned vegetables,bottled beer,female sanitary products",28
1304,"chicken,pork,root vegetables,onions,packaged fruit/vegetables,butter,hard cheese,salt,bottled water,bottled beer",62
1305,"herbs,other vegetables,whole milk,butter,white bread,margarine,misc. beverages,hygiene articles,shopping bags",78
1306,"grapes,root vegetables",49
1307,"tropical fruit,pip fruit,whole milk,chewing gum,chocolate",47
1308,"frankfurter,meat,tropical fruit,berries,other vegetables,whole milk,whipped/sour cream,domestic eggs,margarine,ketchup,misc. beverages,canned beer,salty snack",37
1309,"onions,other vegetables,rolls/buns,salt,chocolate,specialty bar,shopping bags",67
1310,"sausage,organic sausage,citrus fruit,berries,yogurt,whipped/sour cream,domestic eggs,rolls/buns,canned vegetables,salty snack,newspapers",43
1311,"citrus fruit,other vegetables,soft cheese,rolls/buns,pastry,canned beer,newspapers",69
1312,"hamburger meat,pastry,soda,canned beer,detergent,softener,hygiene articles,shopping bags",33
1313,"frankfurter,root vegetables,other vegetables,whole milk,whipped/sour cream,sliced cheese,frozen meals,frozen dessert,flour,sugar,coffee,cleaner,shopping bags",66
1314,"sausage,pork",32
1315,"root vegetables,other vegetables,yogurt",51
1316,"oil,dish cleaner,newspapers",23
1317,canned beer,20
1318,newspapers,34
1319,"pip fruit,root vegetables,other vegetables,whole milk,chewing gum,kitchen towels",27
1320,coffee,64
1321,"red/blush wine,specialty chocolate",78
1322,"onions,vinegar,pet care,specialty bar",80
1323,"frankfurter,berries,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,brown bread,pastry,shopping bags",26
1324,"meat,beef,tropical fruit,pip fruit,berries,other vegetables,whole milk,white bread,brown bread,sugar,detergent",64
1325,"whole milk,canned fish,soda,bottled beer,hygiene articles,candles",69
1326,"dessert,dishes",26
1327,"hamburger meat,baking powder,sweet spreads",35
1328,"chewing gum,napkins,dishes",78
1329,"bottled water,fruit/vegetable juice,bottled beer,prosecco",43
1330,"beverages,pastry,long life bakery product,chocolate marshmallow",44
1331,"whole milk,yogurt,frozen meals,sugar,coffee,bottled water,fruit/vegetable juice,bottled beer,salty snack",33
1332,"citrus fruit,pip fruit,grapes,other vegetables,dessert,butter milk,yogurt,domestic eggs,flour,oil,sugar,ketchup,detergent,dish cleaner",41
1333,"tropical fruit,whole milk,hard cheese,rolls/buns,cat food,bottled water,dish cleaner",77
1334,"cat food,soda",40
1335,"whole milk,beverages,pastry,soda",42
1336,"soda,fruit/vegetable juice",75
1337,"sausage,yogurt,salty snack",33
1338,"root vegetables,whole milk,butter,yogurt,whipped/sour cream,soft cheese,cream cheese ,domestic eggs,brown bread,jam,misc. beverages,fruit/vegetable juice,napkins,pot plants",27
1339,"berries,other vegetables,butter milk,yogurt,soda,newspapers",73
1340,other vegetables,73
1341,"sausage,pip fruit,root vegetables,bottled beer,abrasive cleaner,light bulbs",37
1342,"beverages,bottled water,misc. beverages",29
1343,"chicken,root vegetables,roll products ,vinegar,shopping bags",35
1344,"whole milk,yogurt,chocolate",69
1345,"sausage,hard cheese,rolls/buns,canned vegetables,dog food",25
1346,"ham,hamburger meat,citrus fruit,root vegetables,onions,other vegetables,whole milk,white bread,brown bread,sugar,soda,red/blush wine,dishes,shopping bags",41
1347,"whole milk,brown bread",52
1348,"root vegetables,onions,whole milk,bottled water,dishes",53
1349,"citrus fruit,frozen potato products",62
1350,"frankfurter,chicken,butter,dessert,butter milk,ice cream,pastry,oil,margarine,soda,salty snack,chocolate,chocolate marshmallow,detergent,hygiene articles,napkins,pot plants",22
1351,"ice cream,salty snack,waffles",29
1352,"sausage,ham,meat,chicken,tropical fruit,other vegetables,whole milk,butter,yogurt,cream cheese ,frozen vegetables,domestic eggs,rolls/buns,brown bread,semi-finished bread,candy,newspapers",19
1353,"root vegetables,fruit/vegetable juice,long life bakery product,pot plants",75
1354,"ham,tropical fruit,grapes,onions,other vegetables,yogurt,whipped/sour cream,soft cheese,sliced cheese,frozen vegetables,white bread,pastry,semi-finished bread,oil,cat food,bottled water,fruit/vegetable juice,detergent,house keeping products",66
1355,coffee,41
1356,"citrus fruit,frozen meals,canned beer,red/blush wine,salty snack",46
1357,pot plants,16
1358,"other vegetables,chocolate",65
1359,"whole milk,white bread,pastry",52
1360,"zwieback,oil,mustard,chocolate",53
1361,"chicken,other vegetables,whole milk,domestic eggs,pastry,canned beer",32
1362,"butter,yogurt,dog food",59
1363,"ham,dessert,frozen meals,frozen dessert,white bread,sweet spreads,soda,long life bakery product,specialty bar,hygiene articles,newspapers,shopping bags",51
1364,"whole milk,butter milk,soda,chewing gum,shopping bags",19
1365,"citrus fruit,misc. beverages,liquor,cling film/bags",61
1366,"ham,herbs,other vegetables,curd,yogurt,cream cheese ,light bulbs",70
1367,canned beer,47
1368,"frankfurter,packaged fruit/vegetables,brown bread,margarine,waffles",67
1369,"chicken,tropical fruit,candy,shopping bags",57
1370,"frankfurter,bottled beer",32
1371,bottled beer,27
1372,"other vegetables,cream cheese ,coffee,dishes",60
1373,frozen potato products,32
1374,"chicken,whole milk",70
1375,"sausage,meat,grapes,other vegetables,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,soda,chocolate",62
1376,canned beer,67
1377,"yogurt,chocolate",78
1378,"frozen meals,pet care,soda",43
1379,"canned fruit,meat spreads,bottled water",39
1380,"butter,waffles,chocolate",18
1381,"yogurt,pastry,semi-finished bread,soda,shopping bags",69
1382,"citrus fruit,whole milk,soft cheese,canned beer",44
1383,"meat,yogurt",54
1384,"root vegetables,butter,frozen vegetables,salty snack",29
1385,"frankfurter,sausage,whole milk,butter,dessert,pastry,fruit/vegetable juice",51
1386,"tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,frozen meals,white bread,instant coffee,soda,female sanitary products,newspapers,pot plants,shopping bags",65
1387,"yogurt,sugar,instant coffee",38
1388,"root vegetables,other vegetables,white bread,sparkling wine",69
1389,"yogurt,rolls/buns,pastry,soda",70
1390,oil,16
1391,"citrus fruit,pip fruit,grapes,berries,soft cheese,rolls/buns,oil,shopping bags",38
1392,"beef,root vegetables,whole milk,butter milk,yogurt,beverages,cream cheese ,sweet spreads,soda,chocolate",17
1393,"citrus fruit,onions,other vegetables,whole milk,cream cheese ,domestic eggs,sugar,bottled water,bottled beer,long life bakery product,seasonal products,napkins",36
1394,"dessert,misc. beverages",22
1395,"curd,jam,shopping bags",45
1396,bottled water,34
1397,"sausage,domestic eggs,coffee,soda",79
1398,herbs,80
1399,"dog food,soda,fruit/vegetable juice,bottled beer",22
1400,"packaged fruit/vegetables,whole milk,pastry,bottled water,soda,misc. beverages,chewing gum,specialty bar,hygiene articles,pot plants,shopping bags",49
1401,"frankfurter,pork,specialty fat,specialty bar",41
1402,"finished products,beef,tropical fruit,spread cheese,rolls/buns,waffles,chocolate,specialty chocolate,hair spray,shopping bags",60
1403,oil,37
1404,curd,27
1405,"herbs,pot plants",41
1406,"sausage,other vegetables,sliced cheese,rolls/buns,coffee,soda,shopping bags",65
1407,"whole milk,sugar,pudding powder",37
1408,"sausage,waffles",74
1409,soda,45
1410,"whole milk,bottled water,soda,canned beer",30
1411,"root vegetables,whole milk,brown bread,brandy,detergent,dish cleaner,female sanitary products,napkins,shopping bags",66
1412,sugar,71
1413,"cream cheese ,dishes",73
1414,"other vegetables,misc. beverages,long life bakery product,chocolate,candy,shopping bags",72
1415,"frozen fruits,detergent",67
1416,whipped/sour cream,53
1417,yogurt,72
1418,"pork,beef,other vegetables,yogurt,shopping bags",55
1419,"grapes,butter,domestic eggs,salt,sugar,baking powder",53
1420,"whole milk,soda",51
1421,"sausage,ham,citrus fruit,grapes,berries,butter milk,frozen meals,domestic eggs,cat food,coffee,bottled water,soda,fruit/vegetable juice,waffles,hygiene articles",73
1422,canned beer,69
1423,"meat,hamburger meat,spices,coffee",16
1424,soda,20
1425,bottled beer,25
1426,"whole milk,yogurt",57
1427,"chicken,whole milk",80
1428,pip fruit,46
1429,"pork,UHT-milk,rolls/buns,margarine",55
1430,oil,42
1431,"whole milk,shopping bags",67
1432,"pip fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,chocolate",66
1433,"root vegetables,coffee,detergent",32
1434,"ham,whole milk,curd,dessert",28
1435,"ice cream,soda,bottled beer,chocolate marshmallow",41
1436,"sausage,whole milk,brown bread,soda",58
1437,detergent,35
1438,"oil,female sanitary products,cling film/bags",80
1439,"tropical fruit,pip fruit,grapes,ice cream,frozen potato products,rolls/buns,pastry,soda,misc. beverages,salty snack,long life bakery product,chewing gum,specialty bar,napkins,photo/film",60
1440,photo/film,32
1441,"UHT-milk,coffee",31
1442,"meat,bottled beer,shopping bags",73
1443,"grapes,root vegetables,whole milk,butter,whipped/sour cream,condensed milk,roll products ,oil,bottled water,fruit/vegetable juice",60
1444,"liver loaf,tropical fruit,pip fruit,grapes,whole milk,curd,whipped/sour cream,frozen vegetables,baking powder",78
1445,"beef,root vegetables,other vegetables,soda,bottled beer,hygiene articles",65
1446,"root vegetables,whole milk,butter,domestic eggs,flour,oil,sugar,baking powder,white wine,specialty chocolate,shopping bags",66
1447,"pork,brown bread,bottled water,fruit/vegetable juice",19
1448,"butter milk,shopping bags",51
1449,"brown bread,specialty chocolate,shopping bags",61
1450,"herbs,curd,roll products ,vinegar,canned beer,newspapers",80
1451,newspapers,41
1452,brandy,77
1453,"pastry,sugar,bottled beer,long life bakery product,shopping bags",66
1454,"beverages,soda,chocolate",56
1455,UHT-milk,33
1456,"cream cheese ,pasta,jam,sweet spreads,coffee,soda,chocolate",52
1457,"rolls/buns,liquor,red/blush wine",57
1458,rolls/buns,42
1459,"rolls/buns,bottled water",50
1460,"sausage,whole milk,brown bread,pastry",23
1461,"hard cheese,rolls/buns,soda,shopping bags",75
1462,canned beer,74
1463,canned beer,23
1464,"citrus fruit,tropical fruit,berries,yogurt,cream cheese ,brown bread,meat spreads",16
1465,yogurt,47
1466,"yogurt,beverages,rolls/buns,fruit/vegetable juice,pot plants",49
1467,salty snack,58
1468,"tropical fruit,frozen vegetables",45
1469,"citrus fruit,other vegetables,whole milk,butter,frozen vegetables,rolls/buns,brown bread,fruit/vegetable juice,cleaner",32
1470,rolls/buns,49
1471,"whipped/sour cream,salty snack",19
1472,"citrus fruit,whole milk,butter milk,whipped/sour cream",76
1473,butter milk,68
1474,"other vegetables,whole milk,soups,bottled water,bottled beer",51
1475,canned beer,60
1476,"soda,fruit/vegetable juice",37
1477,"tropical fruit,whole milk",53
1478,"coffee,soda,bottled beer,liquor (appetizer),bathroom cleaner",24
1479,"ham,other vegetables,whole milk,frozen vegetables",63
1480,whipped/sour cream,75
1481,"citrus fruit,tropical fruit,whole milk,rolls/buns,bottled water,long life bakery product,decalcifier,newspapers",73
1482,"dessert,fruit/vegetable juice,newspapers",20
1483,"whole milk,rolls/buns",69
1484,canned beer,65
1485,"rolls/buns,soda",80
1486,"fish,dessert,yogurt,cling film/bags",53
1487,"meat,other vegetables,rolls/buns,fruit/vegetable juice,cling film/bags",71
1488,"sausage,rolls/buns",72
1489,"other vegetables,oil,margarine,dishes",70
1490,"tropical fruit,other vegetables,waffles,napkins",31
1491,baby cosmetics,52
1492,"citrus fruit,coffee",76
1493,"tropical fruit,root vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,rolls/buns,margarine,bottled water",33
1494,spices,43
1495,"sausage,hamburger meat,citrus fruit,root vegetables,whole milk,yogurt,rolls/buns",76
1496,"sausage,condensed milk,rolls/buns,coffee",21
1497,"beef,other vegetables,margarine,candles",55
1498,"canned beer,salty snack,shopping bags",55
1499,canned beer,40
1500,"rolls/buns,soda,waffles,shopping bags",76
1501,"whole milk,beverages,bottled water,newspapers",29
1502,"root vegetables,brown bread,pot plants",35
1503,yogurt,44
1504,"onions,shopping bags",44
1505,"hamburger meat,citrus fruit,tropical fruit,rolls/buns,rice,coffee",33
1506,"napkins,dishes",72
1507,"other vegetables,butter milk,UHT-milk,brown bread,bottled water",66
1508,"chicken,other vegetables,whole milk,curd,UHT-milk,rolls/buns,newspapers",49
1509,"meat,whole milk,frozen potato products,margarine,soda,detergent",18
1510,rolls/buns,54
1511,"butter,yogurt,rolls/buns,jam,soda",62
1512,"sausage,fish,other vegetables,brown bread,shopping bags",34
1513,rolls/buns,54
1514,"other vegetables,rolls/buns",65
1515,"frankfurter,whole milk",70
1516,newspapers,62
1517,"turkey,citrus fruit,tropical fruit,grapes,root vegetables,onions,other vegetables,rolls/buns,brown bread,pastry,pickled vegetables,jam,cat food,fruit/vegetable juice,napkins",60
1518,"onions,butter,roll products ,oil,napkins,newspapers",63
1519,"whole milk,curd,ice cream,Instant food products,canned fish,newspapers",23
1520,"yogurt,frozen vegetables,sweet spreads,bottled water,skin care,newspapers",16
1521,"whipped/sour cream,flower (seeds)",74
1522,"frozen vegetables,brown bread",57
1523,"citrus fruit,whole milk,domestic eggs,canned fruit,dog food,misc. beverages,detergent",59
1524,"onions,yogurt,oil",80
1525,"sausage,butter milk,rolls/buns,soda",57
1526,"other vegetables,butter,pastry,napkins,dishes",65
1527,"frankfurter,brown bread,sugar",39
1528,"domestic eggs,rolls/buns,white wine",50
1529,"rolls/buns,canned fish,soda",31
1530,bottled beer,64
1531,waffles,41
1532,"condensed milk,coffee,napkins",68
1533,canned beer,51
1534,"meat,onions,other vegetables,chewing gum,dishes",35
1535,"whole milk,frozen vegetables,fruit/vegetable juice,long life bakery product",57
1536,"liver loaf,beef,pip fruit,packaged fruit/vegetables,whole milk,pastry,margarine",46
1537,"frankfurter,root vegetables,rolls/buns,vinegar,sugar,mustard,cat food,napkins",58
1538,"chicken,whole milk,rolls/buns,flour,salt,vinegar,sugar",58
1539,"frankfurter,ham,citrus fruit,other vegetables",19
1540,"pip fruit,yogurt,sliced cheese",60
1541,"root vegetables,other vegetables,whole milk,rolls/buns,bottled water,dishes,newspapers",39
1542,"pip fruit,other vegetables",24
1543,"pork,hamburger meat,other vegetables,whole milk,whipped/sour cream,frozen meals,baking powder,coffee",34
1544,"other vegetables,whipped/sour cream,condensed milk,salt",53
1545,"pastry,long life bakery product,shopping bags",58
1546,"sausage,pip fruit,whipped/sour cream,detergent,dental care",17
1547,"processed cheese,red/blush wine,newspapers",19
1548,napkins,17
1549,"meat,whole milk,whipped/sour cream,oil,pickled vegetables,long life bakery product,napkins",53
1550,pastry,19
1551,"sausage,root vegetables,other vegetables,whole milk,dessert,canned fruit,soda,snack products,waffles,shopping bags",20
1552,"pip fruit,root vegetables,whole milk,ice cream,bottled beer,detergent",77
1553,frozen vegetables,23
1554,"citrus fruit,tropical fruit,coffee",22
1555,"other vegetables,yogurt,whipped/sour cream,soda,bottled beer,salty snack",41
1556,"frankfurter,frozen dessert,white wine,chewing gum,shopping bags",79
1557,sausage,58
1558,"beef,other vegetables,yogurt,beverages,rolls/buns,flour,margarine,cat food,bottled water,fruit/vegetable juice",57
1559,"hamburger meat,other vegetables,whipped/sour cream,pastry,napkins",79
1560,"yogurt,margarine,sugar,bottled water,bottled beer,red/blush wine,long life bakery product",21
1561,beverages,51
1562,whole milk,29
1563,rolls/buns,40
1564,"tropical fruit,bottled water,chewing gum",27
1565,"citrus fruit,herbs,butter,domestic eggs,oil,bottled water,bottled beer",22
1566,"whole milk,yogurt,whipped/sour cream,soft cheese,candy",69
1567,"citrus fruit,tropical fruit,root vegetables,yogurt,roll products ,margarine,sugar,bottled water,napkins,house keeping products",66
1568,soda,40
1569,"frankfurter,yogurt,beverages,brown bread,specialty chocolate,candy",35
1570,"sausage,cream,cream cheese ,canned beer",21
1571,napkins,45
1572,yogurt,37
1573,"herbs,oil,dog food",28
1574,"sausage,fish,UHT-milk",33
1575,"yogurt,chocolate",50
1576,"pork,other vegetables,specialty fat",65
1577,"curd,mustard,canned beer",25
1578,"frankfurter,sausage,berries,whole milk,yogurt,brown bread,pastry,margarine,fruit/vegetable juice,waffles,decalcifier,napkins",43
1579,"frankfurter,frozen meals,semi-finished bread,shopping bags",70
1580,"curd,processed cheese,rolls/buns,pastry,pickled vegetables,fruit/vegetable juice",25
1581,"liver loaf,organic sausage,pastry,fruit/vegetable juice,candles",74
1582,"pork,canned fish,cat food",21
1583,specialty bar,58
1584,ice cream,39
1585,specialty bar,34
1586,"yogurt,shopping bags",20
1587,"frozen vegetables,coffee",70
1588,"rolls/buns,canned beer,shopping bags",42
1589,"pastry,soda",69
1590,"pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,rolls/buns,flour,pasta,oil,waffles,seasonal products,female sanitary products",71
1591,"curd,bottled water,photo/film",55
1592,"beef,citrus fruit,root vegetables,butter,yogurt,whipped/sour cream,frozen meals,pasta,oil,fruit/vegetable juice,waffles,dishes,cookware",28
1593,"yogurt,bottled water,male cosmetics",69
1594,"chicken,other vegetables,whole milk,curd,ice cream,rolls/buns,sugar,soda,napkins,pot plants",71
1595,detergent,20
1596,"pip fruit,sweet spreads,coffee,napkins,dishes",42
1597,"coffee,chocolate",41
1598,"tropical fruit,berries,yogurt,soda,red/blush wine",44
1599,"sauces,softener",28
1600,"pork,onions,other vegetables,bottled beer",49
1601,"yogurt,condensed milk,rolls/buns,pickled vegetables,bottled water,brandy",54
1602,"napkins,dishes",67
1603,"other vegetables,rolls/buns,canned fish",28
1604,"chicken,citrus fruit,onions,bottled water",56
1605,"pork,onions,rolls/buns,margarine,canned vegetables,soda,salty snack,house keeping products",64
1606,root vegetables,64
1607,"ham,tropical fruit,pip fruit,other vegetables,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags",29
1608,"whole milk,rolls/buns",19
1609,"soda,bottled beer,house keeping products",47
1610,"rolls/buns,margarine",75
1611,"tropical fruit,soft cheese,rolls/buns,chocolate",44
1612,"tropical fruit,pip fruit,brown bread",73
1613,"sausage,hamburger meat,tropical fruit,root vegetables,whole milk,UHT-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,pickled vegetables,soda,fruit/vegetable juice",38
1614,bottled beer,78
1615,"turkey,tropical fruit,yogurt,UHT-milk,brown bread,pastry",56
1616,"meat,rolls/buns,specialty chocolate",22
1617,"whole milk,coffee,female sanitary products,shopping bags",68
1618,"soda,canned beer",38
1619,"rolls/buns,canned beer",69
1620,"dessert,UHT-milk,rolls/buns,pastry,canned beer",76
1621,"sausage,other vegetables,sliced cheese,mustard,fruit/vegetable juice",37
1622,"pork,onions,other vegetables,butter milk",46
1623,"hamburger meat,other vegetables,hard cheese,frozen vegetables",22
1624,"sausage,beverages,sliced cheese,rolls/buns,specialty bar,shopping bags",56
1625,"rolls/buns,soda,canned beer,waffles,shopping bags",44
1626,"misc. beverages,chocolate",30
1627,"pastry,long life bakery product",33
1628,"soda,fruit/vegetable juice",49
1629,whole milk,49
1630,"domestic eggs,long life bakery product,seasonal products",76
1631,soda,50
1632,pip fruit,25
1633,"yogurt,UHT-milk,domestic eggs,rolls/buns",16
1634,"frankfurter,pork,pip fruit",51
1635,specialty chocolate,49
1636,"sausage,white bread,bottled beer",60
1637,oil,30
1638,"tropical fruit,pip fruit,soda,bottled beer,popcorn",34
1639,"citrus fruit,other vegetables,whole milk",32
1640,napkins,79
1641,"whole milk,rolls/buns",44
1642,coffee,29
1643,"tropical fruit,newspapers",46
1644,canned beer,50
1645,bottled beer,33
1646,canned beer,28
1647,rum,73
1648,"rolls/buns,margarine,newspapers",76
1649,pastry,38
1650,"whole milk,dessert",57
1651,"grapes,root vegetables,other vegetables,roll products ,pasta,oil,margarine,coffee,bottled water,detergent",62
1652,whole milk,32
1653,"yogurt,rolls/buns",64
1654,"root vegetables,other vegetables,whole milk,yogurt,rolls/buns,chewing gum,candles",22
1655,pastry,62
1656,canned beer,53
1657,sausage,65
1658,"tropical fruit,other vegetables,yogurt,spread cheese,soda",17
1659,"frankfurter,citrus fruit,tropical fruit,whole milk,butter,whipped/sour cream",54
1660,rolls/buns,46
1661,"frankfurter,pip fruit,other vegetables,whole milk",55
1662,"sausage,other vegetables,newspapers,shopping bags",33
1663,"whole milk,rolls/buns",25
1664,"whole milk,canned beer",70
1665,"whole milk,frozen vegetables",19
1666,"ham,pip fruit,herbs,other vegetables,butter,rolls/buns,white bread,oil,canned fish,soda",23
1667,"whole milk,yogurt,white bread,newspapers",61
1668,"beef,citrus fruit,pip fruit,yogurt,rolls/buns,flour,margarine,soups,bottled water",19
1669,"domestic eggs,rolls/buns,soda",65
1670,"soda,waffles",79
1671,"whole milk,yogurt,beverages,mustard,bottled water,newspapers",70
1672,"ham,pip fruit,whole milk,rolls/buns,honey,newspapers",53
1673,"curd,yogurt,mayonnaise,brown bread,margarine,sugar,ketchup,dish cleaner,cling film/bags",50
1674,bottled water,41
1675,"butter milk,coffee",23
1676,"pork,other vegetables",60
1677,"pork,onions,shopping bags",52
1678,"turkey,other vegetables,whole milk,oil,instant coffee,specialty bar",66
1679,"cream cheese ,soda",54
1680,"tropical fruit,berries,root vegetables,other vegetables,yogurt,rolls/buns,shopping bags",61
1681,rolls/buns,48
1682,"citrus fruit,other vegetables,whole milk,margarine,bottled beer,newspapers",36
1683,"frankfurter,sausage,root vegetables,yogurt,mayonnaise,rolls/buns,brown bread,roll products ,margarine,coffee",65
1684,whipped/sour cream,74
1685,"tropical fruit,butter,butter milk,brown bread,long life bakery product",21
1686,"frankfurter,pip fruit,rolls/buns,bottled water",17
1687,"sausage,tropical fruit,whole milk,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,rice,soda,detergent,softener,decalcifier,napkins,shopping bags",28
1688,"sausage,citrus fruit,tropical fruit,whole milk,bottled water,specialty bar,detergent,newspapers",77
1689,"sausage,rolls/buns,soda,specialty bar",40
1690,"sliced cheese,rolls/buns,margarine,soda,shopping bags",32
1691,candy,66
1692,"tropical fruit,berries,pickled vegetables,pet care,soda",53
1693,"pip fruit,whole milk,butter milk,cream cheese ,domestic eggs,rolls/buns,brown bread",37
1694,"citrus fruit,tropical fruit,grapes,dessert,cream cheese ,rolls/buns,bottled water,fruit/vegetable juice",66
